longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,Predicted_Values_RF,address
-121.97,36.96,27,4001,999.0,1808,945,2.561,234600,0,0,0,0,1,241181.0,"529 36th, Santa Cruz, CA 95062, United States of America"
-121.98,36.96,31,3209,723.0,1489,692,3.6619,245100,0,0,0,0,1,249183.0,"338 25th, Santa Cruz, CA 95062, United States of America"
-121.96,36.98,16,4907,1117.0,2265,1048,2.6757,229200,0,0,0,0,1,239399.0,"4717 Woolsey, Capitola, CA 95010, United States of America"
-121.97,36.98,17,2813,497.0,1337,477,3.7083,252400,0,0,0,0,1,251159.0,"2241 Albert, Capitola, CA 95010, United States of America"
-121.97,36.97,15,2849,668.0,1546,582,2.7587,228600,0,0,0,0,1,227832.0,"3605 Garden, Santa Cruz, CA 95062, United States of America"
-121.96,36.97,23,4324,1034.0,1844,875,3.0777,263800,0,0,0,0,1,261095.0,"4510 Topaz, Capitola, CA 95010, United States of America"
-121.94,36.98,24,3010,562.0,1360,504,4.2006,290700,0,0,0,0,1,286934.0,"856 Balboa, Capitola, CA 95010, United States of America"
-121.94,36.98,21,3520,831.0,1486,753,3.0905,264300,0,0,0,0,1,267925.0,"856 Balboa, Capitola, CA 95010, United States of America"
-121.95,36.98,34,3745,958.0,1622,802,3.1546,261200,0,0,0,0,1,266272.0,"770 Rosedale Avenue, Capitola, CA 95010, United States of America"
-121.94,36.97,31,1738,422.0,746,355,2.5172,330800,0,0,0,0,1,307904.01,"106 Livermore, Capitola, CA 95010, United States of America"
-121.93,36.99,19,6356,1100.0,2954,1070,4.7325,283500,0,0,0,0,1,295446.0,"123 Atherton Loop, Aptos, CA 95003, United States of America"
-121.94,37.0,32,2210,426.0,1082,396,4.1587,315200,0,0,0,0,1,288328.0,"4310 Fairway Drive, Soquel, CA 95073, United States of America"
-121.96,37.0,20,3847,727.0,1725,737,3.3447,305200,0,0,0,0,1,282417.0,"4377 Mills, Soquel, CA 95073, United States of America"
-121.96,36.99,23,3209,748.0,1423,666,2.7375,238000,0,0,0,0,1,236075.0,"Soquel High School, Paper Mill Road, Soquel, CA 95073, United States of America"
-121.94,36.99,11,4571,924.0,2004,847,4.2898,221700,0,0,0,0,1,236369.0,"3244 Ashwood Way, Soquel, CA 95073, United States of America"
-121.86,37.0,16,8638,1392.0,3706,1251,5.503,351800,1,0,0,0,0,328570.0,"450 Cox, Aptos, CA 95003, United States of America"
-121.91,36.99,23,5675,964.0,2197,880,4.8693,322300,0,0,0,0,1,316769.0,"Oak Ridge Trail, Aptos, CA 95003, United States of America"
-121.91,36.98,16,1957,408.0,865,369,2.6875,233300,0,0,0,0,1,242654.01,"7600 Soquel, Aptos, CA 95003, United States of America"
-121.88,36.98,21,4117,752.0,2001,763,4.8953,289500,0,0,0,0,1,300782.0,"Ball Field A, Huntington Drive, Forest Glen, CA 95003, United States of America"
-121.91,36.97,19,4920,1092.0,1807,922,3.5112,231900,0,0,0,0,1,245941.0,"179 Seacliff, Aptos, CA 95003, United States of America"
-121.92,36.95,29,3457,699.0,1327,563,3.6597,252300,0,0,0,0,1,253629.0,"Seacliff, CA 95003, United States of America"
-121.88,36.96,18,4910,817.0,1971,773,5.8325,308800,0,0,0,0,1,333333.05,"980 Club House, Aptos, CA 95003, United States of America"
-121.9,36.97,21,3707,751.0,1420,608,4.4485,295200,0,0,0,0,1,299589.01,"192 Highland Drive, Rio del Mar, CA 95003, United States of America"
-121.88,36.96,18,6355,1100.0,2304,972,6.0281,321100,0,0,0,0,1,333659.04,"980 Club House, Aptos, CA 95003, United States of America"
-121.9,36.93,22,7281,1233.0,1849,832,5.3276,335500,0,0,0,0,1,342461.08,"Seascape, CA 95003, United States of America"
-121.87,36.95,7,3703,679.0,1375,608,4.9219,368400,0,0,0,0,1,335580.01,"1883 Calypso Drive, Rio del Mar, CA 95003, United States of America"
-121.84,36.94,29,4921,967.0,2319,823,4.9517,307900,0,0,0,0,1,299971.02,"221 Spring View, Watsonville, CA 95076, United States of America"
-121.89,36.89,18,2774,492.0,1283,353,5.368,352000,0,0,0,0,1,342758.02,"Santa Cruz, CA, United States of America"
-121.91,36.85,22,2442,624.0,1301,290,3.1563,300000,0,0,0,0,1,282146.0,"Monterey, CA, United States of America"
-121.82,36.86,17,1573,272.0,142,55,2.1719,420000,0,0,0,0,1,350159.01,"7 Sanderling, Watsonville, CA 95076, United States of America"
-121.79,37.0,28,2715,451.0,1154,386,4.8021,290400,1,0,0,0,0,277594.01,"901 Meadowridge Road, Corralitos, CA 95076, United States of America"
-121.83,36.98,19,4431,705.0,1764,679,4.3321,298600,1,0,0,0,0,270717.0,"201 La Vida Road, Aptos Hills-Larkin Valley, CA 95003, United States of America"
-121.82,36.95,16,2599,430.0,1417,445,4.6611,349300,1,0,0,0,0,306263.0,"576 Larkin Valley, Watsonville, CA 95076, United States of America"
-121.83,37.02,22,1903,350.0,760,322,2.9559,288400,1,0,0,0,0,255374.01,"619 Rider Road, Day Valley, CA 95076, United States of America"
-121.76,37.0,21,1416,269.0,779,200,3.1987,279800,1,0,0,0,0,259457.0,"1900 Green Valley, Watsonville, CA 95076, United States of America"
-121.79,37.03,18,943,213.0,544,179,3.934,228600,1,0,0,0,0,229762.02,"207 Redwood, Watsonville, CA 95076, United States of America"
-121.69,36.96,23,1229,254.0,687,232,5.1433,305600,1,0,0,0,0,293037.0,"84 Hecker Pass, Watsonville, CA 95076, United States of America"
-121.75,36.96,19,3461,634.0,2790,607,4.7569,190800,1,0,0,0,0,208263.0,"818 Melody, Watsonville, CA 95076, United States of America"
-121.75,36.95,27,1580,303.0,1066,306,4.7071,202700,1,0,0,0,0,213513.0,"280 Minto, Watsonville, CA 95076, United States of America"
-121.77,36.96,20,4228,816.0,2389,844,3.525,229100,1,0,0,0,0,220078.0,"645 Green Valley, Watsonville, CA 95076, United States of America"
-121.73,36.93,29,2931,535.0,1954,506,3.2917,224700,1,0,0,0,0,207826.0,"260 Lakeview, Interlaken, CA A 950, United States of America"
-121.67,36.93,22,569,132.0,542,125,2.1875,187500,1,0,0,0,0,181003.0,"211 Silliman, Watsonville, CA 95076, United States of America"
-122.39,40.59,26,1279,438.0,1276,420,1.2404,81300,0,1,0,0,0,73173.0,"1066 Gilbert Street, Redding, CA 96001, United States of America"
-122.39,40.58,44,1625,392.0,944,347,1.5972,68900,0,1,0,0,0,64817.0,"Shirtzone, 1933 California Street, Redding, CA 96001, United States of America"
-122.37,40.58,25,2054,495.0,835,475,2.1538,76900,0,1,0,0,0,75653.0,"2275 Park Marina Drive, Redding, CA 96001, United States of America"
-122.38,40.58,34,1262,267.0,520,259,1.6983,72600,0,1,0,0,0,70952.0,"782 South Street, Redding, CA 96001, United States of America"
-122.38,40.58,36,1808,384.0,807,383,1.8375,74800,0,1,0,0,0,71262.0,"782 South Street, Redding, CA 96001, United States of America"
-122.36,40.58,17,1220,275.0,800,261,1.9181,118800,0,1,0,0,0,102685.0,"1900 Bechelli Lane, Redding, CA 96002, United States of America"
-122.34,40.58,7,4843,992.0,2223,932,3.0549,101700,0,1,0,0,0,104650.0,"1905 Deerfield Avenue, Redding, CA 96002, United States of America"
-122.35,40.57,22,589,97.0,338,107,3.2639,87500,0,1,0,0,0,90113.0,"1165 East Cypress Avenue, Redding, CA 96002, United States of America"
-122.34,40.57,24,1610,307.0,748,307,2.6591,82800,0,1,0,0,0,91598.0,"2592 Bunker Street, Redding, CA 96002, United States of America"
-122.38,40.57,43,2251,542.0,1479,512,1.5676,58200,0,1,0,0,0,60597.0,"519 Smile Place, Redding, CA 96001, United States of America"
-122.38,40.56,23,2281,408.0,1164,420,3.5347,101200,0,1,0,0,0,102782.0,"438 Rivella Vista Drive, Redding, CA 96001, United States of America"
-122.38,40.54,36,1216,240.0,647,228,2.6944,75300,0,1,0,0,0,83698.0,"5323 Eastside Road, Redding, CA 96001, United States of America"
-122.37,40.54,28,2213,390.0,1096,378,3.6923,86900,0,1,0,0,0,97544.0,"3367 Nicolet Lane, Redding, CA 96001, United States of America"
-122.4,40.58,40,3895,929.0,1782,910,1.3329,78200,0,1,0,0,0,73748.0,"2148 Placer Street, Redding, CA 96001, United States of America"
-122.41,40.58,35,2072,385.0,1029,375,2.8512,75600,0,1,0,0,0,80689.0,"1510 Highland Avenue, Redding, CA 96001, United States of America"
-122.4,40.58,43,1455,300.0,747,279,2.7857,104200,0,1,0,0,0,95080.0,"2148 Placer Street, Redding, CA 96001, United States of America"
-122.39,40.57,38,855,172.0,468,150,1.4091,84400,0,1,0,0,0,79178.0,"1440 Spruce Street, Redding, CA 96001, United States of America"
-122.42,40.59,24,5045,972.0,2220,979,2.6792,138900,0,1,0,0,0,121770.0,"660 Royal Oak Court, Redding, CA 96001, United States of America"
-122.45,40.61,17,785,155.0,417,136,2.3289,58200,0,1,0,0,0,74961.0,"16515 Keswick Dam Road, Redding, CA 96001, United States of America"
-122.45,40.56,17,1712,307.0,963,329,3.9375,148700,0,1,0,0,0,138712.0,"16290 Mahee Street, Redding, CA 96001, United States of America"
-122.42,40.57,10,7949,1309.0,3176,1163,4.1099,120100,0,1,0,0,0,130172.0,"3651 Wasatch Avenue, Redding, CA 96001, United States of America"
-122.4,40.57,23,1321,259.0,749,222,1.655,90100,0,1,0,0,0,84059.0,"2414 Linden Avenue, Redding, CA 96001, United States of America"
-122.4,40.62,9,4794,889.0,2162,865,3.1439,103100,0,1,0,0,0,105902.0,"Vallarta Taqueria, 983 Lake Boulevard, Redding, CA 96003, United States of America"
-122.42,40.6,5,2614,433.0,1275,411,3.4464,122900,0,1,0,0,0,120261.0,"821 Santa Cruz Drive, Redding, CA 96003, United States of America"
-122.39,40.6,22,2195,489.0,1021,460,1.4125,66500,0,1,0,0,0,70378.0,"1790 Barbara Road, Redding, CA 96003, United States of America"
-122.38,40.61,14,4773,1133.0,2101,1072,1.7227,105000,0,1,0,0,0,94747.0,"100 Lake Boulevard, Redding, CA 96003, United States of America"
-122.37,40.6,7,5178,1336.0,2557,1283,2.4079,111400,0,1,0,0,0,113571.0,"412 Dominica Court, Redding, CA 96003, United States of America"
-122.39,40.64,13,3604,704.0,1598,670,2.4141,78700,0,1,0,0,0,85929.0,"18048 Vista Pines Lane, Silverthorn, CA 96003, United States of America"
-122.36,40.62,11,3896,886.0,1902,843,2.2905,94200,0,1,0,0,0,95905.0,"5830 Sierra Drive, Redding, CA 96003, United States of America"
-122.34,40.63,10,2183,369.0,1061,325,3.6853,151600,0,1,0,0,0,139760.0,"19408 Titleist Way, Redding, CA 96003, United States of America"
-122.33,40.6,5,6383,1206.0,2965,1141,3.8103,111100,0,1,0,0,0,113196.0,"Lema Ranch, Lema Road, Redding, CA 96003, United States of America"
-122.32,40.58,2,1937,350.0,756,274,3.0,114200,0,1,0,0,0,113497.0,"2750 Viking Way, Redding, CA 96003, United States of America"
-122.3,40.58,19,1043,204.0,505,183,1.6033,98800,0,1,0,0,0,88909.0,"10039 Harley Leighton Road, Redding, CA 96003, United States of America"
-122.36,40.56,20,3592,868.0,1865,781,2.0258,64800,0,1,0,0,0,68929.0,"1107 5th Street, Redding, CA 96002, United States of America"
-122.37,40.55,26,1435,234.0,544,232,2.6705,136700,0,1,0,0,0,111618.0,"Riverview Golf & Country Club, 4200 Bechelli Lane, Redding, CA 96002, United States of America"
-122.36,40.55,21,2500,466.0,1428,502,2.6513,113300,0,1,0,0,0,103717.0,"3800 Traverse Street, Redding, CA 96002, United States of America"
-122.46,40.52,13,2085,322.0,1077,333,5.2149,146500,0,1,0,0,0,178741.0,"16266 Montgomery Ranch Road, Centerville, CA 96001, United States of America"
-122.41,40.55,19,3753,761.0,1952,738,3.0954,86500,0,1,0,0,0,91986.0,"3042 Sunglow Drive, Redding, CA 96001, United States of America"
-122.41,40.53,28,1127,245.0,538,208,2.037,72000,0,1,0,0,0,71791.0,"801 Branstetter Lane, Redding, CA 96001, United States of America"
-122.39,40.53,28,1427,304.0,692,285,2.125,80800,0,1,0,0,0,76282.0,"5762 Emerald Lane, Redding, CA 96001, United States of America"
-122.39,40.52,24,2068,346.0,951,332,3.9306,85900,0,1,0,0,0,101950.0,"Paso Court, Redding, CA 96001, United States of America"
-122.4,40.51,20,1750,352.0,834,340,2.485,100600,0,1,0,0,0,96045.0,"17678 Clear Creek Road, Redding, CA 96001, United States of America"
-122.37,40.52,18,4547,774.0,2269,766,3.7896,98100,0,1,0,0,0,102724.0,"2989 Brookside Drive, Redding, CA 96001, United States of America"
-122.35,40.56,16,2801,614.0,1695,563,1.9,81600,0,1,0,0,0,81672.0,"Enerprise High School, 3411 Churn Creek Road, Redding, CA 96002, United States of America"
-122.35,40.56,12,3900,863.0,2145,864,1.9881,85200,0,1,0,0,0,84763.0,"Enerprise High School, 3411 Churn Creek Road, Redding, CA 96002, United States of America"
-122.35,40.54,17,2280,453.0,976,434,2.71,97800,0,1,0,0,0,96220.0,"4700 Churn Creek Road, Redding, CA 96002, United States of America"
-122.36,40.57,31,431,90.0,231,78,2.184,77300,0,1,0,0,0,85156.0,"Denny's, 2608 Hilltop Drive, Redding, CA 96002, United States of America"
-122.35,40.57,18,2226,490.0,859,451,1.6821,69400,0,1,0,0,0,73842.0,"1165 East Cypress Avenue, Redding, CA 96002, United States of America"
-122.34,40.57,26,2187,472.0,1339,463,2.0395,67900,0,1,0,0,0,66639.0,"2592 Bunker Street, Redding, CA 96002, United States of America"
-122.33,40.57,16,2777,503.0,1432,500,2.5592,75900,0,1,0,0,0,81982.0,"2262 Jessica Way, Redding, CA 96002, United States of America"
-122.32,40.57,15,2524,449.0,1374,467,3.3816,93800,0,1,0,0,0,101813.0,"2555 Clover Creek Street, Redding, CA 96002, United States of America"
-122.34,40.51,16,2247,502.0,1206,463,1.9946,119200,0,1,0,0,0,101438.0,"7691 Thistle Lane, Redding, CA 96002, United States of America"
-122.33,40.52,23,2801,507.0,1318,454,3.5081,116700,0,1,0,0,0,112330.0,"19575 Mockingbird Lane, Redding, CA 96002, United States of America"
-122.31,40.49,18,4026,718.0,1731,705,3.35,118400,0,1,0,0,0,112848.0,"6945 Tucker Lane, Redding, CA 96002, United States of America"
-122.28,40.5,21,2405,476.0,1197,412,2.6488,83100,0,1,0,0,0,87837.0,"7243 Loftus Road, Redding, CA 96001, United States of America"
-122.4,40.71,22,2390,484.0,1131,452,2.1458,84700,0,1,0,0,0,81742.0,"14359 Lake Boulevard, Shasta Lake, CA 96019, United States of America"
-122.43,40.66,15,2532,458.0,1183,450,2.5417,92200,0,1,0,0,0,91579.0,"Walker Mine Road, Shasta County, CA 96089, United States of America"
-122.42,40.63,23,2248,489.0,1132,444,1.6429,80400,0,1,0,0,0,78134.0,"11794 Nash Road, Redding, CA 96003, United States of America"
-122.38,40.69,21,1774,370.0,875,354,1.7422,61500,0,1,0,0,0,66707.0,"1008 Rouge Road, Shasta Lake, CA 96019, United States of America"
-122.36,40.69,32,3611,772.0,2060,759,1.7427,60600,0,1,0,0,0,61804.0,"637 Washington Avenue, Shasta Lake, CA 96019, United States of America"
-122.35,40.68,36,1822,449.0,930,399,1.3801,56600,0,1,0,0,0,58306.0,"1695 Cascade Boulevard, Shasta Lake, CA 96019, United States of America"
-122.36,40.68,28,1745,379.0,1011,370,2.0391,59800,0,1,0,0,0,61063.0,"1700 Washington Avenue, Shasta Lake, CA 96019, United States of America"
-122.38,40.67,10,2281,444.0,1274,438,2.212,65600,0,1,0,0,0,73409.0,"2376 Walton Avenue, Shasta Lake, CA 96019, United States of America"
-122.36,40.66,17,2786,559.0,1528,517,2.0119,75800,0,1,0,0,0,76939.0,"3000 West Street, Shasta Lake, CA 96019, United States of America"
-122.31,40.65,11,3664,647.0,1686,613,2.9338,141600,0,1,0,0,0,124723.0,"12465 Maria Drive, Redding, CA 96003, United States of America"
-122.25,40.6,16,2753,494.0,1414,459,3.8323,128300,0,1,0,0,0,124148.0,"10706 Cheshire Way, Palo Cedro, CA 96073, United States of America"
-122.23,40.63,16,1141,220.0,563,200,2.3287,130700,0,1,0,0,0,111234.0,"11785 Bella Vista Court, Bella Vista, CA 96008, United States of America"
-122.25,40.66,15,2771,546.0,1423,505,3.6413,108500,0,1,0,0,0,113643.0,"12896 Roscoe Road, Bella Vista, CA 96008, United States of America"
-122.32,40.71,18,2879,578.0,1399,586,2.4036,105400,0,1,0,0,0,95374.0,"Redding, CA 96079, United States of America"
-122.31,40.75,18,1411,330.0,494,227,1.4911,75800,0,1,0,0,0,77257.0,"Whiskeytown-Shasta-Trinity Nra, Shasta County, CA, United States of America"
-122.27,40.53,17,2255,416.0,1171,411,2.875,129800,0,1,0,0,0,114249.0,"8317 Whispering Oaks Road, Redding, CA 96002, United States of America"
-122.26,40.58,14,2539,466.0,1271,438,3.9762,138500,0,1,0,0,0,135251.0,"10033 Rocking Horse Lane, Redding, CA 96003, United States of America"
-122.23,40.57,18,1633,243.0,750,252,5.1585,150800,0,1,0,0,0,170039.0,"Foothill Highschool, Deschutes Road, Palo Cedro, CA 96073, United States of America"
-122.24,40.51,23,2216,378.0,1006,338,4.559,116800,0,1,0,0,0,141163.0,"7662 Deschutes Road, Palo Cedro, CA 96073, United States of America"
-122.31,40.45,10,1187,236.0,728,248,2.0469,66800,0,1,0,0,0,74714.0,"1643 Diamond Street, Anderson, CA 96007, United States of America"
-122.31,40.45,25,2596,557.0,1536,549,2.0221,60400,0,1,0,0,0,62583.0,"1643 Diamond Street, Anderson, CA 96007, United States of America"
-122.29,40.44,30,1270,365.0,840,324,1.3904,48100,0,1,0,0,0,53924.0,"2070 Barney Street, Anderson, CA 96007, United States of America"
-122.29,40.43,21,2842,640.0,1658,608,1.9943,59800,0,1,0,0,0,62323.0,"Walmart Supercenter, 5000 Rhonda Road, Anderson, CA 96007, United States of America"
-122.29,40.47,20,2858,612.0,1422,589,1.9657,63000,0,1,0,0,0,65643.0,"3483 Riverside Drive, Anderson, CA 96007, United States of America"
-122.31,40.47,26,2723,551.0,1326,547,2.3594,66000,0,1,0,0,0,71624.0,"20024 Loop Street, Anderson, CA 96007, United States of America"
-122.3,40.45,32,1286,271.0,694,236,1.6579,68500,0,1,0,0,0,67560.0,"2800 East Center Street, Anderson, CA 96007, United States of America"
-122.27,40.46,14,2633,530.0,1324,513,2.2768,78600,0,1,0,0,0,80410.0,"Shasta County, CA 96007, United States of America"
-122.24,40.45,27,1804,321.0,782,300,3.5978,80600,0,1,0,0,0,86062.0,"5599 Pleasant View Drive, Anderson, CA 96007, United States of America"
-122.25,40.42,17,1429,265.0,692,245,2.8611,98700,0,1,0,0,0,99814.0,"21688 Lone Tree Road, Anderson, CA 96007, United States of America"
-122.23,40.4,18,2102,377.0,1059,384,3.0556,95500,0,1,0,0,0,93990.0,"3876 Snicker Lane, Cottonwood, CA 96022, United States of America"
-122.27,40.39,26,1833,422.0,939,408,1.3571,59000,0,1,0,0,0,59145.0,"21116 Fourth Street, Cottonwood, CA 96022, United States of America"
-122.29,40.39,17,1682,332.0,887,316,1.8438,76400,0,1,0,0,0,80315.0,"21518 Jay Drive, Cottonwood, CA 96022, United States of America"
-122.33,40.48,26,695,126.0,319,124,3.2788,101600,0,1,0,0,0,95170.0,"6744 Riparian Way, Redding, CA 96002, United States of America"
-122.33,40.47,30,2502,523.0,1296,481,2.125,66100,0,1,0,0,0,65236.0,"CA 273, Shasta County, CA 96007, United States of America"
-122.36,40.48,21,2333,514.0,1308,509,2.0899,74800,0,1,0,0,0,74377.0,"18744 Overland Drive, Anderson, CA 96007, United States of America"
-122.37,40.45,18,1748,337.0,921,327,3.3315,85400,0,1,0,0,0,88540.0,"Shasta, CA, United States of America"
-122.42,40.44,16,994,435.0,495,181,2.1875,76400,0,1,0,0,0,82905.0,"5249 Pine Street, Anderson, CA 96007, United States of America"
-122.43,40.47,16,3552,704.0,1801,658,2.1496,97700,0,1,0,0,0,92785.0,"6420 Disa Lane, Anderson, CA 96007, United States of America"
-122.45,40.46,16,2734,501.0,1413,484,2.8085,105700,0,1,0,0,0,99243.0,"16350 Monterey Way, Anderson, CA 96007, United States of America"
-122.37,40.39,12,3783,702.0,1970,639,3.3005,98500,0,1,0,0,0,101757.0,"3509 Loan Oak Way, Shasta County, CA 96022, United States of America"
-122.32,40.42,17,3019,578.0,1538,545,2.793,76500,0,1,0,0,0,84184.0,"Golden Oak Drive, Shasta County, CA 96022, United States of America"
-122.56,40.75,20,1182,250.0,512,210,1.7935,74500,0,1,0,0,0,76364.0,"Shasta, CA, United States of America"
-122.57,40.61,27,1540,315.0,883,321,2.8036,93400,0,1,0,0,0,92147.0,"13123 Jfk Memorial Drive, Igo, CA 96047, United States of America"
-122.66,40.52,13,3013,486.0,1361,515,4.5357,171200,0,1,0,0,0,181727.0,"Baker Ridge Road, Shasta County, CA, United States of America"
-122.76,40.4,22,2153,461.0,903,314,2.125,123200,0,1,0,0,0,105312.0,"4100 Yolla Bolly Road, Igo, CA 96047, United States of America"
-122.34,41.06,33,2149,498.0,631,273,1.8816,65800,0,1,0,0,0,67054.0,"Girard Ridge Road, Shasta County, CA, United States of America"
-122.31,40.89,18,754,161.0,247,107,2.2583,78800,0,1,0,0,0,76668.0,"20858 Old Mill Road, Lakehead, CA 96051, United States of America"
-122.45,40.85,20,2701,573.0,892,358,2.7736,107800,0,1,0,0,0,100900.0,"Road N7601, Shasta County, CA, United States of America"
-122.07,40.95,14,2721,627.0,1356,468,3.0299,73200,0,1,0,0,0,80399.0,"Wheeler Nursery Road, Shasta County, CA, United States of America"
-121.89,40.97,26,1183,276.0,513,206,2.225,52000,0,1,0,0,0,59364.0,"Shasta, CA, United States of America"
-121.86,40.77,17,2816,639.0,1027,406,2.503,65600,0,1,0,0,0,75632.0,"No 3 Road, Shasta County, CA, United States of America"
-121.83,40.69,14,821,170.0,477,129,3.15,87500,0,1,0,0,0,95538.0,"Shasta, CA, United States of America"
-122.08,40.64,14,3099,519.0,1447,494,4.0132,141200,0,1,0,0,0,137834.0,"12433 Oak Run Road, Oak Run, CA 96069, United States of America"
-122.06,40.55,17,3057,577.0,1497,556,3.5189,101000,0,1,0,0,0,101956.0,"Shasta County, CA, United States of America"
-121.92,40.52,13,4581,881.0,1799,734,2.2993,99500,0,1,0,0,0,97753.0,"30456 Withrow Road, Shingletown, CA 96088, United States of America"
-121.67,40.61,8,2411,463.0,786,297,2.1513,80400,0,1,0,0,0,88519.0,"Shasta, CA, United States of America"
-121.55,40.48,14,2413,524.0,805,329,2.7857,77400,0,1,0,0,0,83360.0,"Shasta, CA, United States of America"
-121.64,40.9,24,2237,434.0,834,318,1.7538,90300,0,1,0,0,0,83041.0,"37750 State Hwy 299 East, Burney, CA 96013, United States of America"
-121.67,40.87,31,1581,299.0,776,287,2.9063,77800,0,1,0,0,0,83921.0,"20016 Bartel Street, Burney, CA 96013, United States of America"
-121.65,40.88,15,2909,549.0,1537,522,3.0179,61300,0,1,0,0,0,73350.0,"37575 Bailey Avenue, Burney, CA 96013, United States of America"
-121.67,40.89,17,2548,537.0,1118,461,2.267,57800,0,1,0,0,0,66627.0,"20704 Modoc Street, Burney, CA 96013, United States of America"
-121.63,40.92,23,1922,411.0,872,350,2.2337,64500,0,1,0,0,0,67736.0,"21733 Oregon Street, Burney, CA 96013, United States of America"
-121.41,40.82,16,2668,516.0,915,362,2.3393,90300,0,1,0,0,0,88693.0,"Forest Route 35N14, Hat Creek, CA, United States of America"
-121.47,41.12,22,2737,512.0,1168,442,2.83,88700,0,1,0,0,0,85367.0,"Shasta, CA, United States of America"
-121.45,41.04,33,2029,378.0,936,343,2.67,77500,0,1,0,0,0,76432.0,"42991 Mcarthur Road, Fall River Mills, CA 96028, United States of America"
-120.08,39.61,32,1404,247.0,544,201,2.7778,72900,0,1,0,0,0,74633.0,"Long Valley Road, Sierra County, CA 89515, United States of America"
-120.23,39.56,14,1781,346.0,734,287,2.46,93000,0,1,0,0,0,92081.0,"Bear Valley Road, Sierra County, CA, United States of America"
-120.48,39.66,32,1516,289.0,304,131,1.8839,71000,0,1,0,0,0,71586.0,"Fletcher Creek, Sierra County, CA 96124, United States of America"
-120.24,39.67,40,690,129.0,305,110,2.3625,62500,0,1,0,0,0,64508.0,"Loyalton, CA 96118, United States of America"
-120.73,39.63,17,1791,356.0,432,190,3.8826,92400,0,1,0,0,0,103729.0,"Sierra, CA, United States of America"
-120.24,39.67,52,296,63.0,143,56,3.625,68600,0,1,0,0,0,105630.0,"Loyalton, CA 96118, United States of America"
-120.92,39.56,48,1276,292.0,358,145,1.875,66600,0,1,0,0,0,68093.0,"Fiddle-Eureka Road, Sierra County, CA 95944, United States of America"
-120.51,39.52,26,2286,444.0,498,216,2.065,96100,0,1,0,0,0,87194.0,"Sierra, CA, United States of America"
-121.62,41.78,40,3272,663.0,1467,553,1.7885,43500,0,1,0,0,0,47725.0,"Siskiyou County, CA, United States of America"
-121.93,41.86,28,4225,835.0,1908,686,1.74,44000,0,1,0,0,0,48780.0,"3625 Sheep Mountain Road, Macdoel, CA 96058, United States of America"
-122.33,41.86,19,3599,695.0,1572,601,2.234,58600,0,1,0,0,0,62732.0,"Siskiyou County, CA, United States of America"
-122.53,41.81,21,2400,485.0,1109,443,1.7639,55400,0,1,0,0,0,58019.0,"5833 Ager Road, Montague, CA 96064, United States of America"
-122.26,41.66,17,1885,350.0,953,328,2.1607,61400,0,1,0,0,0,65365.0,"Siskiyou County, CA, United States of America"
-122.64,41.95,18,1867,424.0,802,314,1.8242,53500,0,1,0,0,0,59847.0,"CCC Road, Siskiyou County, CA 96044, United States of America"
-123.26,41.86,25,2344,532.0,1117,424,2.7222,64600,0,1,0,0,0,69030.0,"49317 Highway 96, Seiad Valley, CA 96086, United States of America"
-123.38,41.8,25,1941,477.0,1000,390,2.2976,54400,0,1,0,0,0,61142.0,"538 Live Oak Drive, Happy Camp, CA 96039, United States of America"
-123.41,41.6,23,1654,369.0,669,273,1.965,65400,0,1,0,0,0,65164.0,"Forest Service Route 15N17, Siskiyou County, CA, United States of America"
-122.92,41.7,23,4017,792.0,1634,619,2.3571,62000,0,1,0,0,0,65820.0,"Siskiyou County, CA, United States of America"
-122.56,41.69,21,2010,360.0,947,306,2.4107,70100,0,1,0,0,0,70217.0,"2216 Delphic Road, Montague, CA 96064, United States of America"
-122.61,41.74,15,4206,922.0,1863,869,2.0591,55700,0,1,0,0,0,61840.0,"815 Montague Road, Yreka, CA 96097, United States of America"
-122.64,41.74,33,2644,459.0,1113,483,3.3095,81300,0,1,0,0,0,85172.0,"727 Pioneer Street, Yreka, CA 96097, United States of America"
-122.64,41.73,36,3319,664.0,1492,631,1.8694,71200,0,1,0,0,0,64788.0,"411 Butte Street, Yreka, CA 96097, United States of America"
-122.64,41.73,50,1525,308.0,661,285,2.2206,63200,0,1,0,0,0,62579.0,"411 Butte Street, Yreka, CA 96097, United States of America"
-122.65,41.72,15,3643,801.0,1784,743,1.8533,57500,0,1,0,0,0,63226.0,"1001 Meadowlark Lane, Yreka, CA 96097, United States of America"
-122.73,41.76,19,2200,414.0,950,367,2.5357,94200,0,1,0,0,0,86725.0,"National Forest Development Road 45N88, Siskiyou County, CA, United States of America"
-122.64,41.63,19,2722,479.0,1108,430,3.1062,100000,0,1,0,0,0,96674.0,"7821 Schulmeyer Road, Yreka, CA 96097, United States of America"
-122.56,41.53,29,1729,355.0,848,328,2.2024,60900,0,1,0,0,0,60635.0,"4722 Scarface Road, Gazelle, CA 96034, United States of America"
-122.93,41.48,20,4288,789.0,1800,660,2.723,79600,0,1,0,0,0,82442.0,"Crystal Creek, Deacon Lee Place, CA 96027, United States of America"
